"lon","lat","presAbs"
-112.494258,38.754235,0
-110.206897,37.626433,0
-110.821057,38.942112,0
-109.07611,38.290767,0
-112.132439,37.624147,0
-109.604479,39.702503,0
-110.772254,40.37342,0
-109.619205,37.705612,0
-112.71442,38.477984,0
-110.82258,40.784914,0
-110.82258,40.784914,1
-110.462592,39.74773,0
-109.290641,37.532928,0
-109.978063,37.673721,0
-111.347153,41.058021,0
-113.154722,37.476999,0
-111.062817,40.653884,0
-111.062817,40.653884,1
-109.668254,39.429373,0
-111.16595,38.036016,0
-112.26159,37.329973,0
-111.847138,37.584858,0
-111.885776,38.560615,0
-110.533205,40.065591,0
-112.488924,38.528636,0
-112.488924,38.528636,1
-111.435404,37.571604,0
-109.406187,39.404831,0
-113.478197,41.935375,0
-111.665707,41.820787,0
-110.627768,40.994978,0
-112.595427,40.509958,0
-112.420799,40.45987,0
-113.882063,40.212112,0
-110.591719,40.292179,0
-111.574814,38.128095,0
-111.574814,38.128095,1
-109.334878,39.488988,0
-111.782224,39.946009,0
-111.607615,38.515617,0
-109.921029,37.989345,0
-111.558829,38.074255,0
-111.595587,40.97043,0
-111.595587,40.97043,1
-109.455925,40.915068,0
-112.357342,37.49467,0
-112.026917,38.397822,0
-110.591862,40.333784,0
-111.112506,39.572731,0
-111.112506,39.572731,1
-109.81987,40.651464,0
-109.81987,40.651464,1
-111.575532,38.80077,0
-114.015417,38.636995,0
-113.547622,37.5155,0
-111.171435,40.470239,0
-111.90832,37.900273,0
-113.768682,37.559462,0
-111.576978,39.296512,0
-110.512008,40.136479,0
-111.412224,38.063565,0
-113.025659,37.213557,0
-109.166041,39.40263,0
-111.287325,39.349241,0
-111.349776,39.071464,0
-111.349776,39.071464,1
-114.029034,38.272953,0
-111.796834,37.406832,0
-113.790875,38.097646,0
-109.867267,37.407584,0
-113.177334,38.380383,0
-110.996031,39.796711,0
-110.996031,39.796711,1
-110.305762,39.749647,0
-111.744269,38.807039,0
-110.581514,40.878312,0
-112.25503,38.396537,0
-110.40452,40.698126,0
-111.059858,37.233143,0
-110.938465,38.119963,0
-111.704832,38.063532,0
-111.704832,38.063532,1
-111.110323,37.225877,0
-110.821736,40.252108,0
-111.843735,37.543929,0
-111.563316,38.626848,0
-110.114204,40.876622,0
-110.228786,40.874841,0
-110.827402,37.992601,0
-112.398577,39.882727,0
-110.641872,40.649424,0
-112.374969,38.48279,0
-112.374969,38.48279,1
-109.405306,40.741811,0
-110.398457,40.915046,0
-111.413598,41.556276,1
-111.413598,41.556276,0
-112.394753,37.089264,0
-112.153338,39.113427,0
-111.914642,37.81433,0
-111.914642,37.81433,1
-109.699859,37.630788,0
-111.453683,37.949667,0
-109.706403,40.596793,0
-109.706403,40.596793,1
-113.870941,39.895971,0
-109.980805,40.875774,0
-109.065387,38.202867,0
-111.348397,40.336836,0
-111.348397,40.336836,1
-111.538017,41.69194,0
-111.538017,41.69194,1
-109.078331,40.792293,0
-113.95341,41.741571,0
-109.434565,39.383786,0
-111.176223,39.702819,0
-111.176223,39.702819,1
-111.18035,40.693384,0
-111.18035,40.693384,1
-109.523838,40.773674,0
-109.523838,40.773674,1
-109.094132,38.845297,0
-111.643472,39.798671,0
-110.195364,39.165904,0
-113.637097,41.661582,0
-113.205013,37.474074,0
-110.349007,40.562899,0
-110.349007,40.562899,1
-110.583169,40.69981,0
-110.99878,37.187322,0
-112.603209,38.57259,0
-111.791042,37.635886,0
-109.430039,39.512091,0
-109.52385,37.895311,0
-111.466597,38.804074,0
-111.466597,38.804074,1
-110.410177,40.744325,0
-112.74023,37.037257,0
-114.021741,41.151718,0
-110.708795,40.83536,0
-111.413896,41.009423,0
-111.120289,39.930705,0
-112.663107,37.382975,0
-112.192671,37.407414,0
-111.741626,38.536295,0
-111.741626,38.536295,1
-109.106935,38.475259,0
-109.670775,39.157673,0
-110.2127,39.182245,0
-112.989154,37.343834,0
-109.123576,37.979465,0
-111.62466,37.451601,0
-111.843909,37.313022,0
-112.450205,37.004516,0
-111.348223,37.859063,0
-109.797863,38.484246,0
-114.001811,38.069058,0
-110.167932,40.595697,0
-112.148436,38.532791,0
-110.597471,39.842679,0
-112.794461,37.079671,0
-111.301355,40.967594,0
-111.301355,40.967594,1
-111.231265,39.478356,0
-111.231265,39.478356,1
-111.40872,39.800786,0
-112.172816,39.791692,0
-111.17405,40.517311,0
-112.246896,37.315634,0
-111.990316,39.79214,0
-110.635678,40.871988,0
-113.90971,37.95546,0
-111.89466,38.156259,1
-111.89466,38.156259,0
-112.054078,39.926592,0
-112.690129,41.942554,0
-113.540325,38.95939,0
-112.383193,38.801827,0
-111.288826,38.940729,0
-109.269585,37.606851,0
-112.131989,37.758979,0
-113.726353,41.498335,0
-109.133225,37.526644,0
-110.264123,37.671657,0
-111.614822,40.721273,0
-111.614822,40.721273,1
-109.807861,40.726821,0
-112.139615,38.033594,0
-113.570818,38.145978,0
-112.358286,37.222401,0
-110.881037,39.977473,0
-110.655179,39.931486,0
-109.35742,39.699115,0
-112.753183,37.391763,0
-109.181602,37.66523,0
-113.944172,37.508025,0
-111.260591,38.959429,0
-113.373265,39.184101,0
-110.534142,39.657815,0
-112.110419,39.841157,0
-112.016707,37.718885,0
-112.277282,39.161526,0
-110.063158,39.667798,0
-109.644761,40.642409,0
-109.644761,40.642409,1
-112.074997,37.49481,0
-112.674029,37.83597,0
-113.836751,37.599032,0
-113.877888,40.165976,0
-109.314793,39.556955,0
-111.538084,41.461253,0
-111.538084,41.461253,1
-110.351083,39.881611,0
-110.034205,40.57608,0
-110.034205,40.57608,1
-110.429449,40.540642,0
-110.429449,40.540642,1
-112.638471,37.399946,0
-111.750438,39.258745,0
-109.980979,37.535764,0
-111.410422,39.890467,0
-111.410422,39.890467,1
-111.394942,38.083035,0
-110.779084,38.040835,0
-111.793917,37.718322,0
-111.169208,39.347993,0
-111.169208,39.347993,1
-111.574332,39.889402,0
-110.708703,38.852815,0
-112.868591,39.826749,0
-113.88227,37.423506,0
-111.626738,37.495057,0
-111.772067,41.058686,0
-111.208426,38.020437,0
-110.945884,40.786694,0
-111.173841,40.111613,0
-112.640198,40.188427,0
-111.289643,39.482473,0
-110.878086,40.51724,0
-110.878086,40.51724,1
-112.517633,40.194215,0
-111.937179,38.558818,0
-111.48693,37.564744,0
-113.6623,37.561749,0
-110.602667,38.803476,0
-112.648492,40.366813,0
-111.332531,39.819932,0
-114.005244,37.372903,0
-110.825259,39.706449,0
-111.646928,40.647313,0
-110.482157,40.518144,0
-110.482157,40.518144,1
-113.974021,38.268014,0
-111.631356,39.210766,0
-111.818365,39.342743,0
-111.581661,39.119738,0
-112.149083,41.952274,0
-110.356648,39.92597,0
-110.241646,40.017885,0
-111.284072,37.858562,0
-112.798951,37.520438,0
-110.147977,38.130942,0
-111.706087,39.659304,0
-111.353704,39.978057,0
-113.365959,37.299652,0
-112.18514,37.222404,0
-111.783284,41.464968,0
-110.883028,38.669393,0
-111.052982,39.662652,0
-111.235562,39.033746,0
-109.435708,39.473865,0
-112.720773,38.388783,0
-113.371438,37.523574,0
-110.800679,37.969706,0
-109.217689,39.854821,0
-111.587137,39.663109,0
-110.203038,37.852123,0
-109.281349,40.863842,0
-111.513609,38.039349,1
-111.513609,38.039349,0
-111.401624,38.717664,0
-112.069378,38.561682,0
-112.069378,38.561682,1
-109.052955,40.503017,0
-113.798542,37.538208,0
-112.979182,37.664541,0
-111.227941,39.118562,0
-112.879905,37.801475,0
-111.227818,39.617149,0
-112.108292,39.611055,0
-110.844658,39.247286,0
-110.304132,39.612256,0
-110.853483,40.183348,0
-109.101894,38.566046,0
-112.033625,37.905812,0
-110.248105,39.521056,0
-111.662567,39.868545,0
-111.181921,40.02449,0
-111.319323,40.307458,0
-111.319323,40.307458,1
-109.94271,40.96765,0
-109.94271,40.96765,1
-110.420743,39.616439,0
-110.136306,39.389052,0
-110.295772,40.744807,0
-109.218965,38.788615,0
-109.361413,38.554477,0
-113.702494,38.636653,0
-112.522641,39.963454,0
-112.640025,37.931764,0
-113.762451,37.37918,0
-109.210995,37.597308,0
-111.406845,39.390846,0
-111.406845,39.390846,1
-111.423084,41.688666,0
-111.423084,41.688666,1
-110.936655,39.752439,0
-110.936655,39.752439,1
-109.644306,37.54056,0
-111.355651,40.198643,0
-113.439657,37.789068,0
-113.313296,40.149053,0
-113.629086,38.141766,0
-110.529382,40.334926,0
-109.996572,40.471767,0
-110.800225,40.635227,0
-111.535112,39.437554,0
-110.716401,37.994928,0
-112.228667,39.922319,0
-113.990739,38.450616,0
-112.110427,39.947252,0
-109.095267,38.890108,0
-112.349812,37.085643,0
-113.146427,37.343019,0
-110.075331,37.745595,0
-110.976824,40.266751,0
-111.657446,38.999472,0
-111.54125,41.777667,0
-111.54125,41.777667,1
-109.586475,40.598543,0
-111.47564,40.200088,0
-113.870027,40.123609,0
-113.179596,41.874107,0
-112.525551,38.276387,0
-109.878431,40.916846,0
-112.078951,37.452275,0
-112.044436,39.699329,0
-110.361304,39.434843,0
-111.524697,38.268961,0
-111.858214,38.752603,0
-111.088039,39.730641,0
-111.088039,39.730641,1
-111.835144,41.411875,0
-113.456917,39.8157,0
-112.588263,40.145421,0
-110.93591,40.521985,0
-112.941059,38.021061,0
-112.782815,38.395107,0
-111.502787,38.965009,0
-114.027927,38.455994,0
-110.634799,38.823591,0
-109.305319,37.396607,0
-113.531552,41.88902,0
-111.69441,39.386104,0
-111.573912,37.945918,0
-111.789977,37.493162,0
-111.521915,38.443238,0
-111.521915,38.443238,1
-112.631625,37.584684,0
-112.631625,37.584684,1
-112.471651,37.219449,0
-110.650163,40.565784,0
-110.650163,40.565784,1
-112.223908,41.785073,0
-110.15354,37.62994,0
-112.882854,38.338712,0
-110.183042,39.750845,0
-111.74474,37.720493,0
-113.579934,38.418784,0
-113.383977,37.653066,0
-110.64522,40.964371,0
-109.520981,38.030402,0
-113.112979,39.731876,0
-110.354617,39.484714,0
-109.58177,37.846499,0
-112.997192,38.114051,0
-109.673547,40.851038,0
-111.312993,39.374864,0
-111.312993,39.374864,1
-109.236062,38.349399,0
-111.770698,40.607902,0
-111.16844,37.366762,0
-111.046993,39.482226,0
-112.840594,38.839205,0
-111.540403,41.911594,0
-112.946509,40.496765,0
-110.28154,40.963311,0
-110.28154,40.963311,1
-111.370326,39.369644,0
-111.578643,39.205204,0
-112.744923,37.122017,0
-113.155403,38.107044,0
-109.170482,38.480927,0
-111.063792,39.439748,0
-111.063792,39.439748,1
-113.265371,37.567598,0
-111.709584,40.380022,0
-111.397353,38.538843,0
-111.003924,40.472568,0
-111.003924,40.472568,1
-111.521812,39.251113,0
-111.521812,39.251113,1
-109.74299,40.935846,0
-112.405526,38.277625,0
-112.405526,38.277625,1
-111.507712,37.454578,0
-113.987791,38.587971,0
-110.145028,37.76582,0
-113.537448,37.248626,0
-111.881679,40.24636,0
-111.917133,38.259972,0
-114.04434,37.86986,0
-112.80538,37.307337,0
-112.465295,39.925311,0
-113.775689,37.421373,0
-110.709619,39.799312,0
-109.528496,37.534874,0
-112.791576,40.855695,0
-112.048912,38.888409,0
-110.710573,39.884025,0
-111.638849,38.801813,0
-111.638849,38.801813,1
-111.107773,40.462482,0
-109.378609,39.290715,0
-109.662736,39.250966,0
-113.901124,39.786045,0
-109.681044,38.572967,0
-111.348926,39.481343,0
-113.028202,38.811046,0
-113.87055,40.030619,0
-109.395267,40.908998,0
-112.031509,38.438732,0
-112.031509,38.438732,1
-112.638112,37.354586,0
-112.268155,41.953378,0
-111.474776,40.290635,1
-111.474776,40.290635,0
-110.471151,40.33691,0
-112.554371,38.205177,0
-110.190197,39.566794,0
-109.367964,37.262997,0
-111.435245,39.453387,0
-111.122981,40.834392,0
-110.885022,38.039,0
-111.575229,38.487103,0
-112.317472,38.708244,0
-113.067275,37.46576,0
-111.290511,39.567516,0
-109.250373,39.510045,0
-112.531544,37.57796,0
-110.23373,40.468016,0
-110.995213,40.249993,0
-113.833622,37.467089,0
-111.231123,38.982116,0
-110.887011,40.831655,0
-111.556972,38.513844,0
-109.17722,40.454103,0
-111.903102,37.676417,0
-111.260318,38.103812,0
-111.255487,39.902583,0
-113.797121,38.234918,0
-112.698863,37.398888,0
-112.318179,38.574873,0
-109.235438,38.204041,0
-111.865522,38.804634,0
-111.227569,39.573612,0
-110.471488,40.023847,0
-110.825388,40.334357,0
-110.710635,39.933301,0
-113.012368,40.587849,0
-113.79865,38.27572,0
-112.42224,37.220785,0
-110.175849,40.785756,0
-113.373823,37.344218,0
-109.397085,37.894208,0
-112.134865,41.991793,0
-112.134865,41.991793,1
-111.226465,39.078148,0
-111.563281,38.595817,0
-111.563281,38.595817,1
-111.9162,41.297963,0
-109.202854,39.377754,0
-112.37158,38.170981,0
-110.704289,40.695361,0
-111.368003,37.569842,0
-112.659428,38.160583,0
-112.465669,37.267747,0
-112.712859,37.856606,0
-113.088371,37.302027,0
-112.664946,38.434997,0
-112.041771,39.297625,0
-112.323603,38.396636,0
-111.957075,41.504743,0
-111.683312,37.541603,0
-109.840461,39.115811,0
-110.395698,40.878838,0
-110.881973,40.788816,0
-112.129632,37.223498,0
-109.823584,40.599107,0
-111.117785,40.423904,0
-109.914657,39.6249,0
-112.158577,39.341525,0
-112.693904,37.490742,0
-112.693904,37.490742,1
-114.031129,41.200583,0
-111.408116,39.70138,0
-110.164074,38.243962,0
-111.849975,37.855562,0
-111.849975,37.855562,1
-109.160818,38.704225,0
-112.534716,37.621146,0
-110.943843,40.927021,0
-110.943843,40.927021,1
-109.988011,40.919245,0
-109.171185,40.414215,0
-112.631792,37.217715,0
-113.919688,38.361483,0
-113.366755,39.143021,0
-113.976613,38.679067,0
-112.249725,37.494154,0
-112.075883,37.674892,0
-109.447907,39.298925,0
-111.106331,40.689987,0
-111.106331,40.689987,1
-112.069799,37.538094,0
-110.826126,40.381477,0
-110.826126,40.381477,1
-111.100769,40.261494,0
-111.100769,40.261494,1
-111.521618,39.344738,0
-111.399295,39.167755,0
-111.399295,39.167755,1
-111.405584,39.523611,0
-110.068188,39.479957,0
-113.954081,39.790364,0
-112.189553,37.72269,0
-110.262019,38.395505,0
-110.878044,40.341935,0
-110.878044,40.341935,1
-113.516469,38.236472,0
-109.978269,37.447712,0
-112.981832,37.394792,0
-111.318227,38.95913,0
-111.693012,38.490841,0
-112.247021,37.673684,0
-112.144274,38.166484,0
-111.755119,39.748499,0
-109.631984,38.028921,0
-111.13258,38.009604,0
-112.619562,40.069946,0
-110.409819,40.01658,0
-110.476688,39.572532,0
-112.015389,37.44461,0
-112.306132,39.994553,0
-113.921079,38.547303,0
-111.713308,40.699428,0
-111.80902,38.80009,0
-111.800232,37.948818,0
-111.800232,37.948818,1
-109.547853,39.333723,0
-111.226812,37.945973,0
-111.929109,39.610145,0
-109.495006,39.380964,0
-113.627722,38.328283,0
-109.641761,37.492909,0
-109.364678,37.484888,0
-111.435095,38.963691,0
-112.92081,37.257326,0
-112.832635,38.569558,0
-113.161727,41.441136,0
-111.813628,39.793984,0
-112.530649,37.709513,0
-111.530172,40.831274,0
-111.530172,40.831274,1
-111.509417,39.027001,0
-109.67086,39.199906,0
-111.803866,39.668407,0
-112.491722,38.70707,0
-110.348709,40.601039,0
-112.326989,39.250381,0
-111.4105,40.88166,0
-113.716962,37.471426,0
-113.027127,37.167158,0
-110.888969,37.637967,0
-111.285965,38.445516,0
-111.46148,40.756245,0
-112.688301,40.490665,0
-111.855477,37.994944,0
-111.855477,37.994944,1
-109.923677,37.539019,0
-111.175128,39.161264,0
-111.523601,37.944637,0
-111.594918,41.011715,0
-113.89744,37.86778,0
-109.366353,39.878055,0
-112.815101,37.575669,0
-112.815101,37.575669,1
-112.40987,37.171994,0
-111.179399,39.889933,0
-111.179399,39.889933,1
-111.50973,40.310668,0
-111.41301,39.751948,0
-109.200615,39.467202,0
-113.43824,37.746678,0
-114.006133,41.603308,0
-110.537011,40.249146,0
-110.947452,40.333799,0
-110.947452,40.333799,1
-110.497374,40.545717,0
-110.497374,40.545717,1
-110.246738,37.830224,0
-112.657711,38.390559,0
-110.041864,37.763371,0
-111.751731,39.971443,0
-109.187502,37.576993,0
-111.479128,41.956224,0
-109.539886,39.78845,0
-111.520058,39.79529,0
-110.938783,40.200541,0
-112.145447,37.99082,0
-113.678611,38.14506,0
-110.76586,40.562515,0
-112.279819,40.435567,0
-111.547132,41.548627,0
-110.247565,39.56843,1
-110.247565,39.56843,0
-112.255739,37.454051,0
-109.77075,40.198287,0
-110.114553,40.786522,0
-109.846696,40.489377,0
-110.649893,40.067781,0
-110.886708,40.206401,0
-111.435603,41.985214,0
-109.31145,39.603292,0
-111.473772,39.748489,0
-110.778647,39.850545,0
-110.778647,39.850545,1
-112.265734,39.393964,0
-109.878614,37.315518,0
-111.687415,37.814905,0
-109.812791,38.603147,0
-111.806727,38.030078,0
-111.806727,38.030078,1
-111.175012,39.571655,0
-112.188373,40.64587,0
-112.188373,40.64587,1
-111.061354,40.066657,0
-111.061354,40.066657,1
-110.766331,40.337718,0
-110.766331,40.337718,1
-111.966395,37.723491,0
-109.32224,39.505492,0
-112.264932,38.841561,0
-110.996793,40.289597,0
-113.15583,38.398382,0
-111.834786,41.14539,0
-113.95455,37.957232,0
-109.254523,39.783267,0
-111.749085,40.806717,0
-109.137622,37.394982,0
-112.160647,39.613152,0
-110.055172,40.92061,0
-110.055172,40.92061,1
-113.690911,41.953497,0
-109.142482,40.793242,0
-111.537733,40.966216,0
-111.537733,40.966216,1
-109.935974,40.695349,0
-111.000555,39.614699,0
-113.762641,37.244766,0
-111.661132,41.143262,0
-109.270124,38.519719,0
-109.270124,38.519719,1
-111.528619,39.613901,0
-109.353681,40.460997,0
-110.3625,39.569304,0
-113.396408,38.150726,0
-112.621977,37.830014,0
-112.621977,37.830014,1
-111.570039,37.996376,0
-111.570039,37.996376,1
-110.657185,38.805397,0
-110.999623,39.439073,0
-112.436503,38.71084,0
-111.646724,38.067949,0
-109.832039,39.245563,0
-109.832039,39.245563,1
-112.425054,37.758084,0
-113.028969,37.350375,0
-112.694367,37.008036,0
-114.006562,38.681148,0
-111.065581,40.295584,0
-111.065581,40.295584,1
-113.775403,37.60171,0
-109.936338,40.645262,0
-111.593061,40.833088,0
-111.593061,40.833088,1
-109.918427,37.582768,0
-110.881717,37.995102,0
-112.219646,39.200976,0
-109.42771,39.744667,0
-110.247587,39.297991,0
-112.248374,37.812236,0
-112.114594,39.796061,0
-111.42083,40.831548,0
-109.07673,37.925991,0
-112.231447,40.011924,0
-109.384604,38.796233,0
-113.758952,41.610314,0
-110.41926,39.890196,0
-110.41926,39.890196,1
-112.378673,38.707812,0
-111.113574,40.112879,0
-111.416688,40.335124,0
-110.539567,39.797526,0
-112.718427,37.379333,0
-113.319453,37.390515,0
-112.976025,37.43646,0
-111.172007,40.785729,0
-111.172007,40.785729,1
-111.578871,38.711468,0
-111.578871,38.711468,1
-112.872611,37.577017,0
-110.151685,37.273001,0
-110.639985,37.022489,0
-111.837449,40.924806,0
-109.784831,40.93536,0
-112.391317,38.678546,0
-112.198825,38.124519,0
-113.453137,38.289006,0
-113.481533,41.97645,0
-111.11391,39.61774,0
-113.805605,38.31978,0
-109.928222,37.717385,0
-109.667804,39.386069,0
-109.555602,39.155679,0
-111.47539,40.783204,0
-113.459204,37.58145,0
-113.31946,37.479754,0
-110.834957,40.156788,0
-110.834957,40.156788,1
-109.076544,37.56817,0
-109.749833,40.921139,0
-109.309241,39.694425,0
-112.586592,37.307454,0
-109.299839,38.545,0
-109.299839,38.545,1
-110.092314,37.857315,0
-110.361115,40.880786,0
-113.483854,37.333007,0
-110.534924,38.981987,0
-112.641894,39.965615,0
-112.071921,37.227236,0
-110.824929,40.650877,0
-112.401858,38.192816,0
-113.14452,37.301558,0
-112.192352,38.03523,0
-112.192352,38.03523,1
-111.182298,40.882772,0
-111.182298,40.882772,1
-112.654488,40.598565,0
-113.47041,41.841055,0
-112.263951,41.995936,0
-111.749727,38.713212,0
-111.749727,38.713212,1
-111.225131,37.997108,0
-110.870805,40.877121,0
-112.42071,37.531686,0
-110.878778,40.382863,0
-110.878778,40.382863,1
-112.456043,37.037648,0
-110.333126,40.050126,0
-109.874049,37.449213,0
-111.804218,38.84339,0
-112.020165,37.991632,0
-110.821031,40.473743,0
-110.528216,40.115891,0
-111.357063,39.706193,0
-111.357063,39.706193,1
-110.885057,39.890095,0
-109.09235,37.591967,0
-111.682915,37.678342,0
-111.807819,39.300317,0
-109.089518,39.424444,0
-110.827947,38.125898,1
-111.706106,40.425638,0
-111.706106,40.425638,1
-110.536949,39.123496,0
-114.010709,37.659596,0
-109.221059,39.409234,0
-109.637169,37.761632,0
-111.575375,41.176268,0
-111.575375,41.176268,1
-111.534171,40.652727,0
-112.329549,37.334776,0
-112.347954,40.063354,0
-112.777569,38.519338,0
-110.687765,37.885004,1
-110.687765,37.885004,0
-111.350454,39.25739,0
-111.350454,39.25739,1
-112.714188,41.829822,0
-111.842572,37.047407,0
-111.323394,38.016793,0
-112.984934,37.799882,0
-112.59232,40.465615,0
-112.582243,37.579231,0
-112.479996,40.414289,0
-111.889563,41.424197,0
-111.655137,40.878415,0
-112.312492,38.169583,0
-111.72802,41.631217,0
-113.987949,41.739668,0
-112.434733,38.530431,0
-110.077003,39.119978,0
-109.777667,39.294115,0
-109.998779,40.648714,0
-109.998779,40.648714,1
-109.099721,38.968025,0
-109.072974,39.605461,0
-112.777638,38.431331,0
-112.375263,38.435746,0
-112.375263,38.435746,1
-112.050652,38.927438,0
-109.382882,38.5691,0
-109.128833,39.732907,0
-109.523494,40.593506,0
-112.878178,37.712395,0
-112.878178,37.712395,1
-109.41812,37.444215,0
-112.908106,37.032236,0
-110.533383,39.39276,0
-111.766769,40.829285,0
-112.222226,39.523358,0
-111.590545,41.677486,0
-111.590545,41.677486,1
-109.862913,38.038763,0
-112.168453,39.924543,0
-112.509428,37.076138,0
-110.599364,39.342119,0
-111.508738,38.177402,0
-112.857499,37.124329,0
-112.869613,37.529784,0
-113.467337,38.185627,0
-112.337495,38.276038,1
-112.337495,38.276038,0
-109.358327,37.528694,0
-111.123537,40.067627,0
-111.123537,40.067627,1
-109.835212,38.197107,0
-113.64853,37.288596,0
-111.178941,39.29812,0
-110.582144,40.742254,0
-109.818586,37.709777,0
-110.364863,39.523795,0
-109.752045,37.580771,0
-109.186013,37.713173,0
-112.086338,38.257711,0
-112.086338,38.257711,1
-112.428837,38.256364,0
-111.699775,39.970303,0
-113.885392,37.513254,0
-109.540928,40.854449,0
-112.561888,40.079117,0
-110.888083,40.607951,0
-110.888083,40.607951,1
-109.491843,39.471458,0
-110.291732,40.696122,0
-111.979643,38.436091,0
-111.903149,41.320576,0
-112.262265,38.706494,0
-113.38166,37.742605,0
-109.808397,37.675043,0
-113.894275,41.972013,0
-111.288453,38.401249,0
-113.44284,41.955839,0
-113.44284,41.955839,1
-113.994529,37.462311,0
-113.925633,38.499933,0
-111.339348,39.53004,0
-111.339348,39.53004,1
-112.482854,38.11805,0
-109.5109,40.961919,0
-111.862813,41.216813,0
-111.862813,41.216813,1
-112.167691,37.778158,0
-113.756124,41.517997,0
-110.99989,40.608392,0
-110.99989,40.608392,1
-110.827567,40.199867,0
-110.940184,39.980501,0
-111.457725,39.078389,0
-111.457725,39.078389,1
-111.350864,39.931259,0
-111.234417,40.023456,0
-113.999112,41.892754,0
-109.884425,40.606886,0
-114.005812,37.552614,0
-111.289543,40.111211,0
-109.983282,37.856012,0
-111.176924,40.379244,0
-113.32642,39.458238,0
-112.55068,38.615193,0
-111.905593,37.361024,0
-111.798242,37.901892,0
-113.238981,38.513823,0
-109.461216,40.645081,0
-112.593712,40.238496,0
-110.659602,40.176702,0
-110.360821,39.970653,0
-111.450811,41.172687,0
-111.535974,40.29208,0
-113.967733,38.232047,0
-112.723566,38.434871,0
-111.919669,38.128344,0
-112.309116,37.854403,0
-109.604315,39.249488,0
-113.570819,38.195987,0
-111.604345,38.595957,0
-111.604345,38.595957,1
-109.465278,40.68576,0
-109.465278,40.68576,1
-112.597325,37.80241,0
-112.597325,37.80241,1
-112.195876,37.984194,0
-112.195876,37.984194,1
-111.397308,38.487591,0
-112.692597,37.035619,0
-111.693893,37.294373,0
-109.695406,40.734558,0
-113.758056,38.597429,0
-109.876647,40.736094,0
-111.664983,41.773468,0
-112.363725,37.580989,0
-110.419431,40.974427,0
-110.829508,38.853161,0
-110.652641,39.841416,0
-111.805892,38.534078,0
-113.90631,38.137973,0
-110.842267,37.947384,0
-109.730668,39.022895,0
-110.291953,40.024496,0
-110.769475,38.89564,0
-111.40222,39.075546,0
-112.36335,37.625722,0
-110.768133,39.030733,0
-114.010543,38.481798,0
-112.262173,38.260961,0
-111.122661,41.013633,0
-111.122661,41.013633,1
-112.189535,37.857798,0
-112.189535,37.857798,1
-110.454681,39.194124,0
